,Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagena,MasVnrAreana,GarageYrBltna,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
15,255,11.884489021402711,20.0,3.0,4.248495242049359,9.035986984831403,1.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,3.0,3.0,5.0,6.0,1957.0,1957.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,922.0,4.0,0.0,392.0,1314.0,2.0,2.0,1.0,3.0,7.1808311990445555,0.0,0.0,7.1808311990445555,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.000000000000001,4.0,0.0,1.0,4.0,1957.0,2.0,1.0,294.0,2.0,3.0,2.0,250.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.000000000000002,2010.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1323,12.154779351142624,60.0,3.0,4.672828834461906,9.228769507444548,1.0,2.0,1.0,1.0,1.0,0.0,0.0,22.0,2.0,1.0,3.0,5.0,7.0,5.0,1992.0,1992.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,1.0,6.0,674.0,4.0,0.0,76.0,750.0,2.0,4.0,1.0,3.0,6.966967138613983,862.0,0.0,7.56164174558878,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.000000000000002,4.0,1.0,3.0,4.0,1992.0,2.0,2.0,564.0,2.0,3.0,2.0,240.00000000000006,39.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.000000000000002,2010.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17,90,11.724805824005728,20.0,3.0,4.0943445622221,8.995908761263992,1.0,2.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0,1.0,3.0,3.0,4.0,5.0,1994.0,1995.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,1.0,6.0,588.0,4.0,0.0,402.0,990.0,2.0,4.0,1.0,3.0,6.897704943128636,0.0,0.0,6.897704943128636,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.000000000000001,4.0,0.0,1.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,8.000000000000002,2007.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
18,32,11.914047823644255,20.0,3.0,4.0943445622221,9.052984561199974,1.0,2.0,1.0,1.0,1.0,4.0,0.0,6.0,2.0,1.0,3.0,3.0,5.0,6.0,1966.0,2006.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,0.0,4.0,0.0,1228.0,1228.0,2.0,3.0,1.0,3.0,7.113142108707088,0.0,0.0,7.113142108707088,0.0,0.0,1.0,1.0,3.0,1.0,2.0,6.000000000000002,4.0,0.0,1.0,4.0,1966.0,1.0,1.0,271.0,2.0,3.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.000000000000002,2008.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
19,483,11.951180395901384,70.0,1.0,3.912023005428146,7.82404601085629,1.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,1.0,3.0,5.0,7.0,8.0,1915.0,2005.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,299.0,4.0,0.0,611.0,910.0,2.0,4.0,1.0,3.0,6.82001636467413,910.0,0.0,7.509883061154913,1.0,0.0,1.0,1.0,4.0,1.0,3.0,7.000000000000002,1.0,1.0,4.0,4.0,1915.0,1.0,1.0,164.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.000000000000002,2009.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20,143,12.01974306733868,50.0,3.0,4.2626798770413155,9.05017161982336,1.0,2.0,0.0,1.0,1.0,2.0,0.0,8.0,0.0,1.0,3.0,1.0,5.0,4.0,1952.0,1952.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,507.0,4.0,0.0,403.0,910.0,2.0,1.0,1.0,3.0,6.813444599510896,475.0,0.0,7.233455418621439,0.0,0.0,2.0,0.0,4.0,1.0,1.0,6.000000000000002,4.0,0.0,1.0,2.0,2000.0,1.0,2.0,720.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.000000000000002,2010.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21,812,11.881034786534624,120.0,1.0,4.0943445622221,8.397959103492537,1.0,2.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0,1.0,4.0,3.0,6.0,5.0,2004.0,2004.0,0.0,0.0,10.0,10.0,2.0,169.0,2.0,3.0,4.0,3.0,3.0,4.0,6.0,662.0,4.0,0.0,186.0,848.0,2.0,4.0,1.0,3.0,6.742880635791903,0.0,0.0,6.742880635791903,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.000000000000001,4.0,1.0,4.0,4.0,2004.0,3.0,2.0,420.0,2.0,3.0,2.0,140.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.000000000000002,2008.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
22,53,11.608235644774552,90.0,1.0,4.700480365792417,9.04452188728124,0.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,3.0,5.0,5.0,1963.0,1963.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,3.0,104.0,5.0,712.0000000000001,0.0,816.0,2.0,2.0,0.0,3.0,6.704414354964107,0.0,0.0,6.704414354964107,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.000000000000001,4.0,0.0,1.0,1.0,1963.0,1.0,2.0,516.0,2.0,3.0,2.0,106.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.000000000000001,2010.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
23,858,12.066810578196666,60.0,3.0,4.174387269895637,9.002701007197937,1.0,2.0,0.0,1.0,1.0,0.0,0.0,13.0,2.0,1.0,3.0,5.0,6.0,5.0,1994.0,1995.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,1.0,5.0,0.0,4.0,0.0,702.0,702.0,2.0,3.0,1.0,3.0,6.553933404025811,779.0,0.0,7.300472814267799,0.0,0.0,2.0,1.0,3.0,1.0,1.0,6.000000000000002,4.0,1.0,3.0,4.0,1994.0,3.0,2.0,343.0,2.0,3.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.000000000000001,2009.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1160,12.128111104060462,60.0,3.0,4.330733340286331,9.118225083068376,1.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,2.0,1.0,3.0,5.0,6.0,6.0,1974.0,1974.0,2.0,0.0,6.0,6.0,2.0,270.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,442.0,4.0,0.0,459.0,901.0,2.0,2.0,1.0,3.0,6.849066282633458,933.0,0.0,7.53689712956617,0.0,0.0,2.0,1.0,4.0,1.0,2.0,8.000000000000002,4.0,1.0,3.0,4.0,1974.0,2.0,2.0,540.0,3.0,3.0,2.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.000000000000002,2008.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
25,992,12.031719258385396,70.0,1.0,4.795790545596741,9.779680156808054,1.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,1.0,3.0,5.0,8.0,9.0,1882.0,1986.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,216.0,4.0,0.0,700.0,916.0,2.0,3.0,1.0,3.0,6.82001636467413,826.0,0.0,7.462789157412448,0.0,0.0,1.0,1.0,4.0,1.0,2.0,8.000000000000002,4.0,1.0,4.0,4.0,1925.0,1.0,2.0,424.0,2.0,3.0,1.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,11.000000000000002,2009.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1359,12.086725887897607,160.0,4.0,4.0943445622221,7.657755271134864,1.0,2.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0,1.0,2.0,5.0,6.0,5.0,2000.0,2000.0,0.0,0.0,3.0,2.0,2.0,216.0,2.0,3.0,4.0,3.0,3.0,1.0,6.0,378.0,4.0,0.0,378.0,756.0,2.0,4.0,1.0,3.0,6.645090969505644,804.0,0.0,7.360739903058278,0.0,0.0,2.0,1.0,3.0,1.0,2.0,5.000000000000001,4.0,0.0,1.0,2.0,2000.0,1.0,2.0,440.0,2.0,3.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.000000000000002,2010.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
27,650,11.344506813345266,180.0,1.0,3.044522437723423,7.56837926783652,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,6.0,1970.0,1970.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,131.0,5.0,499.0000000000001,0.0,630.0,2.0,3.0,1.0,3.0,6.4457198193855785,0.0,0.0,6.4457198193855785,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.000000000000001,4.0,0.0,1.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,12.000000000000004,2007.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
28,725,12.676076274775909,20.0,3.0,4.454347296253507,9.494466128225184,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,9.0,5.0,2007.0,2008.0,2.0,0.0,9.0,9.0,3.0,340.0,3.0,3.0,4.0,4.0,3.0,1.0,6.0,1234.0,4.0,0.0,464.0,1698.0,2.0,4.0,1.0,3.0,7.437206366871292,0.0,0.0,7.437206366871292,1.0,0.0,2.0,0.0,3.0,1.0,3.0,8.000000000000002,4.0,1.0,4.0,4.0,2007.0,3.0,3.0,768.0,2.0,3.0,2.0,327.00000000000006,64.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0000000000000004,2009.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
29,576,11.682668239557323,50.0,3.0,4.382026634673881,9.045465728785947,1.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,3.0,1.0,5.0,5.0,1947.0,1950.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,442.0,4.0,0.0,390.0,832.0,2.0,2.0,1.0,3.0,6.723832440821209,384.0,0.0,7.103322062526113,0.0,0.0,1.0,0.0,2.0,1.0,1.0,6.000000000000002,4.0,0.0,1.0,2.0,1947.0,1.0,1.0,336.0,2.0,3.0,2.0,158.00000000000003,0.0,102.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,10.000000000000002,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,729,11.608235644774552,90.0,3.0,4.442651256490317,9.347926034928744,1.0,2.0,0.0,1.0,1.0,2.0,0.0,8.0,2.0,1.0,1.0,3.0,5.0,5.0,1958.0,1958.0,0.0,0.0,10.0,10.0,2.0,95.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,0.0,4.0,0.0,1584.0,1584.0,2.0,2.0,1.0,3.0,7.4821189235521155,0.0,0.0,7.4821189235521155,1.0,0.0,2.0,0.0,4.0,2.0,1.0,9.000000000000002,4.0,0.0,1.0,2.0,1968.0,1.0,3.0,888.0,2.0,3.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.000000000000002,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,847,12.269047444691562,60.0,3.0,4.31748811353631,9.139595967450424,1.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,3.0,5.0,7.0,5.0,1993.0,1993.0,0.0,0.0,6.0,6.0,2.0,137.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,513.0,4.0,0.0,227.0,740.0,2.0,4.0,1.0,3.0,6.913737350659685,769.0,0.0,7.4815557019095165,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.000000000000002,4.0,1.0,3.0,4.0,1993.0,1.0,2.0,425.0,2.0,3.0,2.0,234.00000000000006,72.0,192.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.000000000000002,2009.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
32,361,11.957611286231675,85.0,3.0,4.0943445622221,8.927977461002,1.0,2.0,1.0,1.0,1.0,4.0,0.0,9.0,2.0,1.0,3.0,0.0,6.0,6.0,1978.0,1978.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,6.0,773.0,4.0,0.0,115.0,888.0,2.0,4.0,1.0,3.0,6.815639990074331,0.0,0.0,6.815639990074331,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.000000000000001,4.0,1.0,3.0,4.0,1978.0,2.0,2.0,470.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,2.0,2.0,0.0,6.000000000000002,2007.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
